Abbreviation	Selected Map	Total_EV	Shift	Shift tooltip	I_Nominee tooltip	blank	D-Check	D_Nominee_prop	Color Bins	Independent spacing	Direction	Spacer	R-Check	D_%	D_Difference%	D_Difference	D_EV	D_EV_Total	D_Nominee	R_Nominee_prop	D_Popular%	D_Votes	D_Votes_Total	Hex_Column	Hex_Row	I_%	I_EV	I_EV_Total	I_Nominee tooltip ●	I_Nominee tooltip ')'	I_Nominee tooltip '%)'	I_Nominee tooltip '('	I_Nominee	I_Popular%	I_Votes	I_Votes_Total	Independent spacing (popular)	Info	Last_RD_Difference	Last_Winner	Last_Winner_%	Number of Records	RD_Difference (bin)	RD_Difference	R_%	R_Difference%	R_Difference	R_EV	R_EV_Total	R_Nominee	I_Nominee_prop	R_Popular%	R_Votes	R_Votes_Total	Region	Row	Shift (l/r)	Shift abbreviation	Space	State (red)	State (blue)	State (yellow)	State	State_Winner	Total Votes	Total_Votes_USA	Winner_%	Winning Party	Year
NH	Hex	4	35	% shift to the left			✔	Lyndon B. Johnson	C		Left	0		63.9	17.3	46292	4	486	LYNDON B. JOHNSON	Barry M. Goldwater	61.3%	184064	43340299	11	1													The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.	6.8	R	53.4	1	-30	-27.8	36.1	-17.3	-53960		52	BARRY M. GOLDWATER	 	38.5%	104029	27178188	Northeast	1	-34.6	0.5	11		New Hampshire		New Hampshire	D	288093	70644592	-63.9	D	1964
VT	Hex	3	50	% shift to the left			✔	Lyndon B. Johnson	D		Left	0		66.3	25	38941	3	486	LYNDON B. JOHNSON	Barry M. Goldwater	61.3%	108127	43340299	10	1													The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.	17.3	R	58.6	1	-35	-32.6	33.7	-24.9	-43189		52	BARRY M. GOLDWATER	 	38.5%	54942	27178188	Northeast	1	-49.9	0.5	10		Vermont		Vermont	D	163089	70644592	-66.3	D	1964
DE	Hex	3	26	% shift to the left			✔	Jimmy Carter	A		Left	0		52.0	12.8	30313	3	297	JIMMY CARTER	Gerald R. Ford	50.1%	122596	40830763	9.5	4													The United States presidential election of 1976 followed the resignation of President Richard Nixon in the wake of the Watergate scandal. It pitted incumbent President Gerald Ford, the Republican candidate, against the relatively unknown former governor of Georgia, Jimmy Carter, the Democratic candidate. Ford was saddled with a slow economy and paid a political price for his pardon of Nixon. Carter ran as a Washington outsider and reformer and won a narrow victory. He was the first president elected from the Deep South since Zachary Taylor in 1848.	20.4	R	59.6	1	-10	-5.4	46.6	-13	-30526		240	GERALD R. FORD	 	48.0%	109831	39147793	Northeast	5	-25.8	0.5	9		Delaware		Delaware	D	235834	81555889	-52	D	1976
NY	Hex	41	22	% shift to the left			✔	Jimmy Carter	A		Left	0		51.9	10.7	438474	41	297	JIMMY CARTER	Gerald R. Ford	50.1%	3389558	40830763	9.5	2													The United States presidential election of 1976 followed the resignation of President Richard Nixon in the wake of the Watergate scandal. It pitted incumbent President Gerald Ford, the Republican candidate, against the relatively unknown former governor of Georgia, Jimmy Carter, the Democratic candidate. Ford was saddled with a slow economy and paid a political price for his pardon of Nixon. Carter ran as a Washington outsider and reformer and won a narrow victory. He was the first president elected from the Deep South since Zachary Taylor in 1848.	17.3	R	58.5	1	-5	-4.4	47.5	-11	-1091987		240	GERALD R. FORD	 	48.0%	3100791	39147793	Northeast	2	-21.7	0.5	9		New York		New York	D	6534170	81555889	-51.9	D	1976
PA	Hex	27	23	% shift to the left			✔	Jimmy Carter	A		Left	0		50.4	11.3	531726	27	297	JIMMY CARTER	Gerald R. Ford	50.1%	2328677	40830763	9	3													The United States presidential election of 1976 followed the resignation of President Richard Nixon in the wake of the Watergate scandal. It pitted incumbent President Gerald Ford, the Republican candidate, against the relatively unknown former governor of Georgia, Jimmy Carter, the Democratic candidate. Ford was saddled with a slow economy and paid a political price for his pardon of Nixon. Carter ran as a Washington outsider and reformer and won a narrow victory. He was the first president elected from the Deep South since Zachary Taylor in 1848.	20	R	59.1	1	-5	-2.7	47.7	-11.4	-508917		240	GERALD R. FORD	 	48.0%	2205604	39147793	Northeast	3	-22.7	0.5	8		Pennsylvania		Pennsylvania	D	4620787	81555889	-50.4	D	1976
RI	Hex	4	18	% shift to the left			✔	Jimmy Carter	B		Left	0		55.4	8.6	32991	4	297	JIMMY CARTER	Gerald R. Ford	50.1%	227636	40830763	11.5	2													The United States presidential election of 1976 followed the resignation of President Richard Nixon in the wake of the Watergate scandal. It pitted incumbent President Gerald Ford, the Republican candidate, against the relatively unknown former governor of Georgia, Jimmy Carter, the Democratic candidate. Ford was saddled with a slow economy and paid a political price for his pardon of Nixon. Carter ran as a Washington outsider and reformer and won a narrow victory. He was the first president elected from the Deep South since Zachary Taylor in 1848.	6.2	R	53	1	-15	-11.3	44.1	-8.9	-39134		240	GERALD R. FORD	 	48.0%	181249	39147793	Northeast	2	-17.5	0.5	10		Rhode Island		Rhode Island	D	411170	81555889	-55.4	D	1976
NJ	Hex	16	22	% shift to the left			✔	Franklin D. Roosevelt	A		Left	0		49.5	9.7	190113	16	472	FRANKLIN D. ROOSEVELT	Herbert Hoover	57.4%	806630	22818740	10	3													"The election of 1932 took place as the effects of the 1929 Wall Street Crash and the Great Depression were being felt intensely across the country. President Herbert Hoover's popularity was falling as voters felt he was unable to reverse the economic collapse, or deal with prohibition. Franklin D. Roosevelt used what he called Hoover's failure to deal with these problems as a platform for his own election, promising reform in his policy called the New Deal. Roosevelt won by a landslide, and this ""critical election"" marked the collapse of the Fourth Party System or Progressive Era. The voters soon were realigned into the Fifth Party System, dominated by Roosevelt's New Deal Coalition."	20	R	59.8	1	-5	-1.9	47.6	-12.2	-150366		59	HERBERT HOOVER	 	39.7%	775684	15760425	Northeast	3	-21.9	0.5	9		New Jersey		New Jersey	D	1630063	39747783	-49.5	D	1932
NY	Hex	47	15	% shift to the left			✔	Franklin D. Roosevelt	B		Left	0		54.1	6.7	445096	47	472	FRANKLIN D. ROOSEVELT	Herbert Hoover	57.4%	2534959	22818740	9.5	2													"The election of 1932 took place as the effects of the 1929 Wall Street Crash and the Great Depression were being felt intensely across the country. President Herbert Hoover's popularity was falling as voters felt he was unable to reverse the economic collapse, or deal with prohibition. Franklin D. Roosevelt used what he called Hoover's failure to deal with these problems as a platform for his own election, promising reform in his policy called the New Deal. Roosevelt won by a landslide, and this ""critical election"" marked the collapse of the Fourth Party System or Progressive Era. The voters soon were realigned into the Fifth Party System, dominated by Roosevelt's New Deal Coalition."	2.4	R	49.8	1	-15	-12.8	41.3	-8.5	-255381		59	HERBERT HOOVER	 	39.7%	1937963	15760425	Northeast	2	-15.2	0.5	9		New York		New York	D	4688614	39747783	-54.1	D	1932
CT	Hex	8	35	% shift to the left			✔	John F. Kennedy	A		Left	0		53.7	17.4	251976	8	311	JOHN F. KENNEDY	Richard Nixon	49.7%	657055	34226731	11	3													The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.	27.4	R	63.7	1	-10	-7.400000000	46.3	-17.4	-146024		219	RICHARD NIXON	 	49.5%	565813	34108157	Northeast	3	-34.8	0.5	10		Connecticut		Connecticut	D	1222883	68838219	-53.7	D	1960
DE	Hex	3	12	% shift to the left			✔	John F. Kennedy	A		Left	0		50.6	6	20169	3	311	JOHN F. KENNEDY	Richard Nixon	49.7%	99590	34226731	9.5	4													The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.	10.5	R	55.1	1	-5	-1.6	49.0	-6.1	-1684		219	RICHARD NIXON	 	49.5%	96373	34108157	Northeast	5	-12.1	0.5	9		Delaware		Delaware	D	196683	68838219	-50.6	D	1960
MA	Hex	16	40	% shift to the left			✔	John F. Kennedy	C		Left	0		60.2	19.8	538984	16	311	JOHN F. KENNEDY	Richard Nixon	49.7%	1487174	34226731	10.5	2													The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.	18.9	R	59.3	1	-25	-20.6	39.6	-19.7	-416447		219	RICHARD NIXON	 	49.5%	976750	34108157	Northeast	2	-39.5	0.5	11		Massachusetts		Massachusetts	D	2469480	68838219	-60.2	D	1960
NJ	Hex	16	31	% shift to the left			✔	John F. Kennedy	A		Left	0		50.0	15.8	535078	16	311	JOHN F. KENNEDY	Richard Nixon	49.7%	1385415	34226731	10	3													The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.	30.5	R	64.7	1	-5	-0.800000000	49.2	-15.5	-243618		219	RICHARD NIXON	 	49.5%	1363324	34108157	Northeast	3	-31.3	0.5	9		New Jersey		New Jersey	D	2773111	68838219	-50	D	1960
NY	Hex	45	28	% shift to the left			✔	John F. Kennedy	A		Left	0		52.5	13.8	1082141	45	311	JOHN F. KENNEDY	Richard Nixon	49.7%	3830085	34226731	9.5	2													The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.	22.5	R	61.2	1	-10	-5.2	47.3	-13.9	-899087		219	RICHARD NIXON	 	49.5%	3446419	34108157	Northeast	2	-27.7	0.5	9		New York		New York	D	7291079	68838219	-52.5	D	1960
PA	Hex	32	16	% shift to the left			✔	John F. Kennedy	A		Left	0		51.1	7.8	574513	32	311	JOHN F. KENNEDY	Richard Nixon	49.7%	2556282	34226731	9	3													The election of 1960 marked the end of Dwight D. Eisenhower's two terms as President. Eisenhower's Vice President, Richard Nixon, who had transformed his office into a national political base, was the Republican candidate, whereas the Democrats nominated Massachusetts Senator John F. Kennedy. The electoral vote was the closest in any presidential election since 1916. In the popular vote, Kennedy's margin of victory was among the closest ever in American history. The 1960 election also remains a source of debate among some historians as to whether vote theft in selected states aided Kennedy's victory. Virginian Senator Harry F. Byrd received 15 electoral votes from 14 Southern and one Oklahoma unpledged and faithless electors, respectively. This was the first presidential election in which Alaska and Hawaii participated.	13.2	R	56.5	1	-5	-2.4	48.7	-7.8	-145296		219	RICHARD NIXON	 	49.5%	2439956	34108157	Northeast	3	-15.6	0.5	8		Pennsylvania		Pennsylvania	D	5006541	68838219	-51.1	D	1960
